2026-06-19 23:07:16,700 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:409 | INFO | Starting categorical WoE auto binning. Feature:gender, Target:TARGET
2026-06-19 23:07:24,526 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 2 - Problem bin=6, Merge with bin=6
2026-06-19 23:07:24,526 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 6 into group 6
2026-06-19 23:07:24,526 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=7
2026-06-19 23:07:24,526 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 2 - Category groups merged based on Rule 1.
2026-06-19 23:07:24,526 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 3 ---
2026-06-19 23:07:24,526 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=7
2026-06-19 23:07:24,527 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:24,528 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3810 observations, Categories: ['-1']
2026-06-19 23:07:24,528 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 1851 observations, Categories: ['-2']
2026-06-19 23:07:24,528 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 9855 observations, Categories: ['0']
2026-06-19 23:07:24,528 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 2500 observations, Categories: ['1']
2026-06-19 23:07:24,529 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 1791 observations, Categories: ['2']
2026-06-19 23:07:24,529 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 202 observations, Categories: ['3']
2026-06-19 23:07:24,529 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 91 observations, Categories: ['Rare']
2026-06-19 23:07:24,529 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 3 - Bins assigned based on current category groups.
2026-06-19 23:07:24,529 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:24,531 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:24,533 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=7, Total IV=0.893670
2026-06-19 23:07:24,533 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 3 - WoE / IV summary table calculated.
2026-06-19 23:07:24,534 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 3 - Summary table sorted by bad_rate.
2026-06-19 23:07:24,534 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 3 - Current bin count=7, Current IV=0.893670
2026-06-19 23:07:24,535 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 3 - RULES CHECK START
2026-06-19 23:07:24,536 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:24,536 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 3 - Problem bin=6, Merge with bin=6
2026-06-19 23:07:24,536 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 6 into group 6
2026-06-19 23:07:24,536 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=7
2026-06-19 23:07:24,536 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 3 - Category groups merged based on Rule 1.
2026-06-19 23:07:24,536 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 4 ---
2026-06-19 23:07:24,536 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=7
2026-06-19 23:07:24,537 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:24,537 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3810 observations, Categories: ['-1']
2026-06-19 23:07:24,538 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 1851 observations, Categories: ['-2']
2026-06-19 23:07:24,538 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 9855 observations, Categories: ['0']
2026-06-19 23:07:24,538 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 2500 observations, Categories: ['1']
2026-06-19 23:07:24,538 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 1791 observations, Categories: ['2']
2026-06-19 23:07:24,538 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 202 observations, Categories: ['3']
2026-06-19 23:07:24,539 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 91 observations, Categories: ['Rare']
2026-06-19 23:07:24,539 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 4 - Bins assigned based on current category groups.
2026-06-19 23:07:24,539 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:24,541 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:24,543 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=7, Total IV=0.893670
2026-06-19 23:07:24,543 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 4 - WoE / IV summary table calculated.
2026-06-19 23:07:24,544 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 4 - Summary table sorted by bad_rate.
2026-06-19 23:07:24,544 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 4 - Current bin count=7, Current IV=0.893670
2026-06-19 23:07:24,545 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 4 - RULES CHECK START
2026-06-19 23:07:24,546 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:24,546 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 4 - Problem bin=6, Merge with bin=6
2026-06-19 23:07:24,546 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 6 into group 6
2026-06-19 23:07:24,546 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=7
2026-06-19 23:07:24,546 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 4 - Category groups merged based on Rule 1.
2026-06-19 23:07:24,546 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 5 ---
2026-06-19 23:07:24,546 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=7
2026-06-19 23:07:24,547 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:24,548 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3810 observations, Categories: ['-1']
2026-06-19 23:07:24,548 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 1851 observations, Categories: ['-2']
2026-06-19 23:07:24,548 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 9855 observations, Categories: ['0']
2026-06-19 23:07:24,548 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 2500 observations, Categories: ['1']
2026-06-19 23:07:24,549 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 1791 observations, Categories: ['2']
2026-06-19 23:07:24,549 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 202 observations, Categories: ['3']
2026-06-19 23:07:24,549 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 91 observations, Categories: ['Rare']
2026-06-19 23:07:24,549 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 5 - Bins assigned based on current category groups.
2026-06-19 23:07:24,549 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:24,551 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:24,553 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=7, Total IV=0.893670
2026-06-19 23:07:24,553 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 5 - WoE / IV summary table calculated.
2026-06-19 23:07:24,553 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 5 - Summary table sorted by bad_rate.
2026-06-19 23:07:24,554 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 5 - Current bin count=7, Current IV=0.893670
2026-06-19 23:07:24,555 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 5 - RULES CHECK START
2026-06-19 23:07:24,556 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:24,556 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 5 - Problem bin=6, Merge with bin=6
2026-06-19 23:07:24,556 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 6 into group 6
2026-06-19 23:07:24,556 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=7
2026-06-19 23:07:24,557 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 5 - Category groups merged based on Rule 1.
2026-06-19 23:07:24,557 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 6 ---
2026-06-19 23:07:24,557 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=7
2026-06-19 23:07:24,558 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:24,558 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3810 observations, Categories: ['-1']
2026-06-19 23:07:24,559 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 1851 observations, Categories: ['-2']
2026-06-19 23:07:24,559 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 9855 observations, Categories: ['0']
2026-06-19 23:07:24,559 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 2500 observations, Categories: ['1']
2026-06-19 23:07:24,559 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 1791 observations, Categories: ['2']
2026-06-19 23:07:24,560 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 202 observations, Categories: ['3']
2026-06-19 23:07:24,560 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 91 observations, Categories: ['Rare']
2026-06-19 23:07:24,560 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 6 - Bins assigned based on current category groups.
2026-06-19 23:07:24,560 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:24,562 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:24,564 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=7, Total IV=0.893670
2026-06-19 23:07:24,564 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 6 - WoE / IV summary table calculated.
2026-06-19 23:07:24,565 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 6 - Summary table sorted by bad_rate.
2026-06-19 23:07:24,565 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 6 - Current bin count=7, Current IV=0.893670
2026-06-19 23:07:24,566 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 6 - RULES CHECK START
2026-06-19 23:07:24,567 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:24,567 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 6 - Problem bin=6, Merge with bin=6
2026-06-19 23:07:24,567 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 6 into group 6
2026-06-19 23:07:24,568 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=7
2026-06-19 23:07:24,568 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 6 - Category groups merged based on Rule 1.
2026-06-19 23:07:24,568 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 7 ---
2026-06-19 23:07:24,568 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=7
2026-06-19 23:07:24,569 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:24,569 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3810 observations, Categories: ['-1']
2026-06-19 23:07:24,570 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 1851 observations, Categories: ['-2']
2026-06-19 23:07:24,570 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 9855 observations, Categories: ['0']
2026-06-19 23:07:24,570 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 2500 observations, Categories: ['1']
2026-06-19 23:07:24,570 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 1791 observations, Categories: ['2']
2026-06-19 23:07:24,570 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 202 observations, Categories: ['3']
2026-06-19 23:07:24,571 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 91 observations, Categories: ['Rare']
2026-06-19 23:07:24,571 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 7 - Bins assigned based on current category groups.
2026-06-19 23:07:24,571 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:24,573 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:24,575 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=7, Total IV=0.893670
2026-06-19 23:07:24,575 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 7 - WoE / IV summary table calculated.
2026-06-19 23:07:24,576 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 7 - Summary table sorted by bad_rate.
2026-06-19 23:07:24,576 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 7 - Current bin count=7, Current IV=0.893670
2026-06-19 23:07:24,577 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 7 - RULES CHECK START
2026-06-19 23:07:24,578 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:24,578 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 7 - Problem bin=6, Merge with bin=6
2026-06-19 23:07:24,578 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 6 into group 6
2026-06-19 23:07:24,578 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=7
2026-06-19 23:07:24,578 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 7 - Category groups merged based on Rule 1.
2026-06-19 23:07:24,578 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 8 ---
2026-06-19 23:07:24,578 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=7
2026-06-19 23:07:24,579 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:24,580 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3810 observations, Categories: ['-1']
2026-06-19 23:07:24,580 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 1851 observations, Categories: ['-2']
2026-06-19 23:07:24,580 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 9855 observations, Categories: ['0']
2026-06-19 23:07:24,580 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 2500 observations, Categories: ['1']
2026-06-19 23:07:24,580 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 1791 observations, Categories: ['2']
2026-06-19 23:07:24,581 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 202 observations, Categories: ['3']
2026-06-19 23:07:24,581 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 91 observations, Categories: ['Rare']
2026-06-19 23:07:24,581 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 8 - Bins assigned based on current category groups.
2026-06-19 23:07:24,581 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:24,583 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:24,585 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=7, Total IV=0.893670
2026-06-19 23:07:24,585 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 8 - WoE / IV summary table calculated.
2026-06-19 23:07:24,586 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 8 - Summary table sorted by bad_rate.
2026-06-19 23:07:24,586 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 8 - Current bin count=7, Current IV=0.893670
2026-06-19 23:07:24,587 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 8 - RULES CHECK START
2026-06-19 23:07:24,588 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:24,588 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 8 - Problem bin=6, Merge with bin=6
2026-06-19 23:07:24,588 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 6 into group 6
2026-06-19 23:07:24,588 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=7
2026-06-19 23:07:24,588 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 8 - Category groups merged based on Rule 1.
2026-06-19 23:07:24,588 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 9 ---
2026-06-19 23:07:24,588 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=7
2026-06-19 23:07:24,589 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:24,590 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3810 observations, Categories: ['-1']
2026-06-19 23:07:24,590 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 1851 observations, Categories: ['-2']
2026-06-19 23:07:24,590 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 9855 observations, Categories: ['0']
2026-06-19 23:07:24,590 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 2500 observations, Categories: ['1']
2026-06-19 23:07:24,591 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 1791 observations, Categories: ['2']
2026-06-19 23:07:24,591 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 202 observations, Categories: ['3']
2026-06-19 23:07:24,591 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 91 observations, Categories: ['Rare']
2026-06-19 23:07:24,591 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 9 - Bins assigned based on current category groups.
2026-06-19 23:07:24,591 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:24,593 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:24,595 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=7, Total IV=0.893670
2026-06-19 23:07:24,595 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 9 - WoE / IV summary table calculated.
2026-06-19 23:07:24,596 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 9 - Summary table sorted by bad_rate.
2026-06-19 23:07:24,596 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 9 - Current bin count=7, Current IV=0.893670
2026-06-19 23:07:24,597 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 9 - RULES CHECK START
2026-06-19 23:07:24,599 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:24,599 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 9 - Problem bin=6, Merge with bin=6
2026-06-19 23:07:24,599 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 6 into group 6
2026-06-19 23:07:24,599 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=7
2026-06-19 23:07:24,599 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 9 - Category groups merged based on Rule 1.
2026-06-19 23:07:24,599 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 10 ---
2026-06-19 23:07:24,599 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=7
2026-06-19 23:07:24,600 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:24,600 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 3810 observations, Categories: ['-1']
2026-06-19 23:07:24,601 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 1851 observations, Categories: ['-2']
2026-06-19 23:07:24,601 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 9855 observations, Categories: ['0']
2026-06-19 23:07:24,601 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 2500 observations, Categories: ['1']
2026-06-19 23:07:24,601 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 1791 observations, Categories: ['2']
2026-06-19 23:07:24,601 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 202 observations, Categories: ['3']
2026-06-19 23:07:24,602 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 91 observations, Categories: ['Rare']
2026-06-19 23:07:24,602 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 10 - Bins assigned based on current category groups.
2026-06-19 23:07:24,602 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:24,604 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
