2026-06-19 23:10:17,481 | [None] | mlops.sklearn_wrapper_woe | fit:162 | INFO | Fitting WOETransformer - Features in DataFrame: ['credit_limit', 'age', 'bill_amount_sep_2005', 'bill_amount_aug_2005', 'bill_amount_jul_2005', 'bill_amount_jun_2005', 'bill_amount_may_2005', 'bill_amount_apr_2005', 'payment_amount_sep_2005', 'payment_amount_aug_2005', 'payment_amount_jul_2005', 'payment_amount_jun_2005', 'payment_amount_may_2005', 'payment_amount_apr_2005', 'credit_limit_right', 'age_right', 'bill_amount_sep_2005_right', 'bill_amount_aug_2005_right', 'bill_amount_jul_2005_right', 'bill_amount_jun_2005_right', 'bill_amount_may_2005_right', 'bill_amount_apr_2005_right', 'payment_amount_sep_2005_right', 'payment_amount_aug_2005_right', 'payment_amount_jul_2005_right', 'payment_amount_jun_2005_right', 'payment_amount_may_2005_right', 'payment_amount_apr_2005_right']
2026-06-19 23:10:19,172 | [None] | mlops.sklearn_wrapper_woe | transform:269 | INFO | Transformed feature 'payment_amount_jun_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:19,295 | [None] | mlops.sklearn_wrapper_woe | transform:269 | INFO | Transformed feature 'payment_amount_may_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:19,425 | [None] | mlops.sklearn_wrapper_woe | transform:269 | INFO | Transformed feature 'payment_amount_apr_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:19,426 | [None] | mlops.sklearn_wrapper_woe | transform:271 | INFO | Transform completed for 14 features
2026-06-19 23:10:19,492 | [None] | mlops.sklearn_wrapper_woe | transform:269 | INFO | Transformed feature 'credit_limit' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:19,563 | [None] | mlops.sklearn_wrapper_woe | transform:269 | INFO | Transformed feature 'age' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:19,635 | [None] | mlops.sklearn_wrapper_woe | transform:269 | INFO | Transformed feature 'bill_amount_sep_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:19,702 | [None] | mlops.sklearn_wrapper_woe | transform:269 | INFO | Transformed feature 'bill_amount_aug_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:19,765 | [None] | mlops.sklearn_wrapper_woe | transform:269 | INFO | Transformed feature 'bill_amount_jul_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:19,826 | [None] | mlops.sklearn_wrapper_woe | transform:269 | INFO | Transformed feature 'bill_amount_jun_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:19,892 | [None] | mlops.sklearn_wrapper_woe | transform:269 | INFO | Transformed feature 'bill_amount_may_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:19,956 | [None] | mlops.sklearn_wrapper_woe | transform:269 | INFO | Transformed feature 'bill_amount_apr_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,015 | [None] | mlops.sklearn_wrapper_woe | transform:269 | INFO | Transformed feature 'payment_amount_sep_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,089 | [None] | mlops.sklearn_wrapper_woe | transform:269 | INFO | Transformed feature 'payment_amount_aug_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,143 | [None] | mlops.sklearn_wrapper_woe | transform:269 | INFO | Transformed feature 'payment_amount_jul_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,195 | [None] | mlops.sklearn_wrapper_woe | transform:269 | INFO | Transformed feature 'payment_amount_jun_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,281 | [None] | mlops.sklearn_wrapper_woe | transform:269 | INFO | Transformed feature 'payment_amount_may_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,360 | [None] | mlops.sklearn_wrapper_woe | transform:269 | INFO | Transformed feature 'payment_amount_apr_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,361 | [None] | mlops.sklearn_wrapper_woe | transform:271 | INFO | Transform completed for 14 features
2026-06-19 23:10:20,363 | [None] | mlops.sklearn_wrapper_woe | fit:363 | INFO | Fitting WOETransformerCategorical - Features in DataFrame: ['gender', 'education', 'marital_status', 'repayment_status_sep_2005', 'repayment_status_aug_2005', 'repayment_status_jul_2005', 'repayment_status_jun_2005', 'repayment_status_may_2005', 'repayment_status_apr_2005', 'low_cardinality_numeric']
2026-06-19 23:10:20,363 | [None] | mlops.sklearn_wrapper_woe | fit:370 | INFO | Attempting to load categorical WOE metadata for feature 'gender' from outputs\auto_binning_woe\gender\final_auto_binning_woe.json
2026-06-19 23:10:20,364 | [None] | mlops.sklearn_wrapper_woe | fit:403 | INFO | Loaded 2 category WOE mappings for feature 'gender' from outputs\auto_binning_woe\gender\final_auto_binning_woe.json
2026-06-19 23:10:20,365 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '1': WOE = -0.125480
2026-06-19 23:10:20,365 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '2': WOE = 0.087981
2026-06-19 23:10:20,365 | [None] | mlops.sklearn_wrapper_woe | fit:370 | INFO | Attempting to load categorical WOE metadata for feature 'education' from outputs\auto_binning_woe\education\final_auto_binning_woe.json
2026-06-19 23:10:20,366 | [None] | mlops.sklearn_wrapper_woe | fit:403 | INFO | Loaded 7 category WOE mappings for feature 'education' from outputs\auto_binning_woe\education\final_auto_binning_woe.json
2026-06-19 23:10:20,367 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '0': WOE = 1.960718
2026-06-19 23:10:20,367 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '1': WOE = 0.167339
2026-06-19 23:10:20,368 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '2': WOE = -0.086246
2026-06-19 23:10:20,368 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '3': WOE = -0.166451
2026-06-19 23:10:20,369 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '4': WOE = 1.400192
2026-06-19 23:10:20,369 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '5': WOE = 1.301472
2026-06-19 23:10:20,370 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '6': WOE = 0.219944
2026-06-19 23:10:20,370 | [None] | mlops.sklearn_wrapper_woe | fit:370 | INFO | Attempting to load categorical WOE metadata for feature 'marital_status' from outputs\auto_binning_woe\marital_status\final_auto_binning_woe.json
2026-06-19 23:10:20,373 | [None] | mlops.sklearn_wrapper_woe | fit:403 | INFO | Loaded 4 category WOE mappings for feature 'marital_status' from outputs\auto_binning_woe\marital_status\final_auto_binning_woe.json
2026-06-19 23:10:20,374 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '0': WOE = 0.834835
2026-06-19 23:10:20,374 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '1': WOE = -0.067651
2026-06-19 23:10:20,375 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '2': WOE = 0.065885
2026-06-19 23:10:20,375 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '3': WOE = -0.372009
2026-06-19 23:10:20,375 | [None] | mlops.sklearn_wrapper_woe | fit:370 | INFO | Attempting to load categorical WOE metadata for feature 'repayment_status_sep_2005' from outputs\auto_binning_woe\repayment_status_sep_2005\final_auto_binning_woe.json
2026-06-19 23:10:20,376 | [None] | mlops.sklearn_wrapper_woe | fit:403 | INFO | Loaded 7 category WOE mappings for feature 'repayment_status_sep_2005' from outputs\auto_binning_woe\repayment_status_sep_2005\final_auto_binning_woe.json
2026-06-19 23:10:20,377 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '-1': WOE = 0.317035
2026-06-19 23:10:20,377 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '-2': WOE = 0.687752
2026-06-19 23:10:20,378 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '0': WOE = 0.674368
2026-06-19 23:10:20,378 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '1': WOE = -0.614687
2026-06-19 23:10:20,379 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '2': WOE = -2.074030
2026-06-19 23:10:20,379 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '3': WOE = -2.444074
2026-06-19 23:10:20,380 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category 'Rare': WOE = -1.815640
2026-06-19 23:10:20,380 | [None] | mlops.sklearn_wrapper_woe | fit:370 | INFO | Attempting to load categorical WOE metadata for feature 'repayment_status_aug_2005' from outputs\auto_binning_woe\repayment_status_aug_2005\final_auto_binning_woe.json
2026-06-19 23:10:20,381 | [None] | mlops.sklearn_wrapper_woe | fit:403 | INFO | Loaded 10 category WOE mappings for feature 'repayment_status_aug_2005' from outputs\auto_binning_woe\repayment_status_aug_2005\final_auto_binning_woe.json
2026-06-19 23:10:20,381 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '-1': WOE = 0.372816
2026-06-19 23:10:20,381 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '-2': WOE = 0.301640
2026-06-19 23:10:20,382 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '0': WOE = 0.411603
2026-06-19 23:10:20,382 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '1': WOE = 0.007669
2026-06-19 23:10:20,382 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '2': WOE = -1.496657
2026-06-19 23:10:20,383 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '3': WOE = -1.825769
2026-06-19 23:10:20,383 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '4': WOE = -1.348969
2026-06-19 23:10:20,383 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '5': WOE = -2.027131
2026-06-19 23:10:20,384 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '6': WOE = -2.027131
2026-06-19 23:10:20,384 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '7': WOE = -1.257997
2026-06-19 23:10:20,384 | [None] | mlops.sklearn_wrapper_woe | fit:370 | INFO | Attempting to load categorical WOE metadata for feature 'repayment_status_jul_2005' from outputs\auto_binning_woe\repayment_status_jul_2005\final_auto_binning_woe.json
2026-06-19 23:10:20,385 | [None] | mlops.sklearn_wrapper_woe | fit:403 | INFO | Loaded 5 category WOE mappings for feature 'repayment_status_jul_2005' from outputs\auto_binning_woe\repayment_status_jul_2005\final_auto_binning_woe.json
2026-06-19 23:10:20,385 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '-1': WOE = 0.417822
2026-06-19 23:10:20,385 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '-2': WOE = 0.293276
2026-06-19 23:10:20,387 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '0': WOE = 0.288240
2026-06-19 23:10:20,388 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '2': WOE = -1.362380
2026-06-19 23:10:20,388 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category 'Rare': WOE = -1.362380
2026-06-19 23:10:20,389 | [None] | mlops.sklearn_wrapper_woe | fit:370 | INFO | Attempting to load categorical WOE metadata for feature 'repayment_status_jun_2005' from outputs\auto_binning_woe\repayment_status_jun_2005\final_auto_binning_woe.json
2026-06-19 23:10:20,390 | [None] | mlops.sklearn_wrapper_woe | fit:403 | INFO | Loaded 5 category WOE mappings for feature 'repayment_status_jun_2005' from outputs\auto_binning_woe\repayment_status_jun_2005\final_auto_binning_woe.json
2026-06-19 23:10:20,391 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '-1': WOE = 0.391606
2026-06-19 23:10:20,391 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '-2': WOE = 0.251255
2026-06-19 23:10:20,392 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '0': WOE = 0.230075
2026-06-19 23:10:20,392 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '2': WOE = -1.413527
2026-06-19 23:10:20,392 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category 'Rare': WOE = -1.413527
2026-06-19 23:10:20,392 | [None] | mlops.sklearn_wrapper_woe | fit:370 | INFO | Attempting to load categorical WOE metadata for feature 'repayment_status_may_2005' from outputs\auto_binning_woe\repayment_status_may_2005\final_auto_binning_woe.json
2026-06-19 23:10:20,394 | [None] | mlops.sklearn_wrapper_woe | fit:403 | INFO | Loaded 10 category WOE mappings for feature 'repayment_status_may_2005' from outputs\auto_binning_woe\repayment_status_may_2005\final_auto_binning_woe.json
2026-06-19 23:10:20,394 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '-1': WOE = 0.331240
2026-06-19 23:10:20,394 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '-2': WOE = 0.219094
2026-06-19 23:10:20,395 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '0': WOE = 0.205245
2026-06-19 23:10:20,395 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '2': WOE = -1.480998
2026-06-19 23:10:20,395 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '3': WOE = -1.875962
2026-06-19 23:10:20,396 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '5': WOE = -1.875962
2026-06-19 23:10:20,396 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '6': WOE = -1.875962
2026-06-19 23:10:20,396 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '7': WOE = -1.875962
2026-06-19 23:10:20,397 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '8': WOE = -1.875962
2026-06-19 23:10:20,397 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '4': WOE = -1.455598
2026-06-19 23:10:20,397 | [None] | mlops.sklearn_wrapper_woe | fit:370 | INFO | Attempting to load categorical WOE metadata for feature 'repayment_status_apr_2005' from outputs\auto_binning_woe\repayment_status_apr_2005\final_auto_binning_woe.json
2026-06-19 23:10:20,398 | [None] | mlops.sklearn_wrapper_woe | fit:403 | INFO | Loaded 10 category WOE mappings for feature 'repayment_status_apr_2005' from outputs\auto_binning_woe\repayment_status_apr_2005\final_auto_binning_woe.json
2026-06-19 23:10:20,399 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '-1': WOE = 0.318666
2026-06-19 23:10:20,399 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '-2': WOE = 0.171979
2026-06-19 23:10:20,400 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '0': WOE = 0.201643
2026-06-19 23:10:20,400 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '2': WOE = -1.305930
2026-06-19 23:10:20,401 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '3': WOE = -1.741262
2026-06-19 23:10:20,401 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '4': WOE = -2.220808
2026-06-19 23:10:20,402 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '5': WOE = -1.509312
2026-06-19 23:10:20,403 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '6': WOE = -1.877037
2026-06-19 23:10:20,403 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '7': WOE = -2.666765
2026-06-19 23:10:20,404 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '8': WOE = -2.666765
2026-06-19 23:10:20,405 | [None] | mlops.sklearn_wrapper_woe | fit:370 | INFO | Attempting to load categorical WOE metadata for feature 'low_cardinality_numeric' from outputs\auto_binning_woe\low_cardinality_numeric\final_auto_binning_woe.json
2026-06-19 23:10:20,407 | [None] | mlops.sklearn_wrapper_woe | fit:403 | INFO | Loaded 10 category WOE mappings for feature 'low_cardinality_numeric' from outputs\auto_binning_woe\low_cardinality_numeric\final_auto_binning_woe.json
2026-06-19 23:10:20,407 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '10s': WOE = 0.021990
2026-06-19 23:10:20,408 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '1s': WOE = -0.006496
2026-06-19 23:10:20,408 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '2s': WOE = -0.006496
2026-06-19 23:10:20,408 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '3s': WOE = -0.006496
2026-06-19 23:10:20,409 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '4s': WOE = 0.036896
2026-06-19 23:10:20,409 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '7s': WOE = 0.036896
2026-06-19 23:10:20,409 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '5s': WOE = -0.070842
2026-06-19 23:10:20,409 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '6s': WOE = 0.010465
2026-06-19 23:10:20,410 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '8s': WOE = 0.010465
2026-06-19 23:10:20,410 | [None] | mlops.sklearn_wrapper_woe | fit:405 | INFO |   Category '9s': WOE = -0.022042
2026-06-19 23:10:20,410 | [None] | mlops.sklearn_wrapper_woe | fit:418 | INFO | WOETransformerCategorical fitted for 10 features: ['gender', 'education', 'marital_status', 'repayment_status_sep_2005', 'repayment_status_aug_2005', 'repayment_status_jul_2005', 'repayment_status_jun_2005', 'repayment_status_may_2005', 'repayment_status_apr_2005', 'low_cardinality_numeric']
2026-06-19 23:10:20,418 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'gender' using category WOE mapping with 2 categories
2026-06-19 23:10:20,453 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'gender' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,454 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'education' using category WOE mapping with 7 categories
2026-06-19 23:10:20,492 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'education' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,493 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'marital_status' using category WOE mapping with 4 categories
2026-06-19 23:10:20,533 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'marital_status' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,533 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'repayment_status_sep_2005' using category WOE mapping with 7 categories
2026-06-19 23:10:20,576 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'repayment_status_sep_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,576 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'repayment_status_aug_2005' using category WOE mapping with 10 categories
2026-06-19 23:10:20,614 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'repayment_status_aug_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,614 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'repayment_status_jul_2005' using category WOE mapping with 5 categories
2026-06-19 23:10:20,644 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'repayment_status_jul_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,644 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'repayment_status_jun_2005' using category WOE mapping with 5 categories
2026-06-19 23:10:20,684 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'repayment_status_jun_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,685 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'repayment_status_may_2005' using category WOE mapping with 10 categories
2026-06-19 23:10:20,727 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'repayment_status_may_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,728 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'repayment_status_apr_2005' using category WOE mapping with 10 categories
2026-06-19 23:10:20,774 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'repayment_status_apr_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,775 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'low_cardinality_numeric' using category WOE mapping with 10 categories
2026-06-19 23:10:20,823 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'low_cardinality_numeric' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,823 | [None] | mlops.sklearn_wrapper_woe | transform:485 | INFO | Transform completed for 10 categorical features
2026-06-19 23:10:20,830 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'gender' using category WOE mapping with 2 categories
2026-06-19 23:10:20,855 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'gender' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,856 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'education' using category WOE mapping with 7 categories
2026-06-19 23:10:20,882 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'education' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,883 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'marital_status' using category WOE mapping with 4 categories
2026-06-19 23:10:20,917 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'marital_status' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,917 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'repayment_status_sep_2005' using category WOE mapping with 7 categories
2026-06-19 23:10:20,944 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'repayment_status_sep_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,944 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'repayment_status_aug_2005' using category WOE mapping with 10 categories
2026-06-19 23:10:20,965 | [None] | mlops.sklearn_wrapper_woe | transform:475 | INFO | Feature 'repayment_status_aug_2005' has unseen categories mapped to 0: ['Rare']
2026-06-19 23:10:20,968 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'repayment_status_aug_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,969 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'repayment_status_jul_2005' using category WOE mapping with 5 categories
2026-06-19 23:10:20,998 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'repayment_status_jul_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:20,999 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'repayment_status_jun_2005' using category WOE mapping with 5 categories
2026-06-19 23:10:21,019 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'repayment_status_jun_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:21,020 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'repayment_status_may_2005' using category WOE mapping with 10 categories
2026-06-19 23:10:21,046 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'repayment_status_may_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:21,047 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'repayment_status_apr_2005' using category WOE mapping with 10 categories
2026-06-19 23:10:21,072 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'repayment_status_apr_2005' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:21,073 | [None] | mlops.sklearn_wrapper_woe | transform:454 | INFO | Transforming feature 'low_cardinality_numeric' using category WOE mapping with 10 categories
2026-06-19 23:10:21,098 | [None] | mlops.sklearn_wrapper_woe | transform:483 | INFO | Transformed categorical feature 'low_cardinality_numeric' to WOE representation using JSON metadata and dropped original column
2026-06-19 23:10:21,100 | [None] | mlops.sklearn_wrapper_woe | transform:485 | INFO | Transform completed for 10 categorical features
