2026-06-08 23:26:34,919 | [None] | mlops.utils | percentile_distribution:92 | INFO | Computing percentile distribution for column 'credit_limit' with quantiles: [0.01, 0.05, 0.1, 0.25, 0.5, 0.75, 0.9, 0.95, 0.99]
2026-06-08 23:26:45,734 | [None] | mlops.utils | plot_qq_plots:355 | INFO | Q-Q plot saved: outputs\descriptive_analysis\qq_plots\bill_amount_jun_2005_qq.svg
2026-06-08 23:26:46,159 | [None] | mlops.utils | plot_qq_plots:355 | INFO | Q-Q plot saved: outputs\descriptive_analysis\qq_plots\bill_amount_may_2005_qq.svg
2026-06-08 23:26:46,592 | [None] | mlops.utils | plot_qq_plots:355 | INFO | Q-Q plot saved: outputs\descriptive_analysis\qq_plots\bill_amount_apr_2005_qq.svg
2026-06-08 23:26:47,006 | [None] | mlops.utils | plot_qq_plots:355 | INFO | Q-Q plot saved: outputs\descriptive_analysis\qq_plots\payment_amount_sep_2005_qq.svg
2026-06-08 23:26:47,427 | [None] | mlops.utils | plot_qq_plots:355 | INFO | Q-Q plot saved: outputs\descriptive_analysis\qq_plots\payment_amount_aug_2005_qq.svg
2026-06-08 23:26:47,840 | [None] | mlops.utils | plot_qq_plots:355 | INFO | Q-Q plot saved: outputs\descriptive_analysis\qq_plots\payment_amount_jul_2005_qq.svg
2026-06-08 23:26:48,251 | [None] | mlops.utils | plot_qq_plots:355 | INFO | Q-Q plot saved: outputs\descriptive_analysis\qq_plots\payment_amount_jun_2005_qq.svg
2026-06-08 23:26:48,668 | [None] | mlops.utils | plot_qq_plots:355 | INFO | Q-Q plot saved: outputs\descriptive_analysis\qq_plots\payment_amount_may_2005_qq.svg
2026-06-08 23:26:49,089 | [None] | mlops.utils | plot_qq_plots:355 | INFO | Q-Q plot saved: outputs\descriptive_analysis\qq_plots\payment_amount_apr_2005_qq.svg
2026-06-08 23:26:49,507 | [None] | mlops.utils | plot_qq_plots:355 | INFO | Q-Q plot saved: outputs\descriptive_analysis\qq_plots\TARGET_qq.svg
2026-06-08 23:26:49,596 | [None] | mlops.utils | plot_bar_charts:437 | INFO | Bar chart saved: outputs\descriptive_analysis\bar_charts\gender_bar.svg
2026-06-08 23:26:49,703 | [None] | mlops.utils | plot_bar_charts:437 | INFO | Bar chart saved: outputs\descriptive_analysis\bar_charts\education_bar.svg
2026-06-08 23:26:49,802 | [None] | mlops.utils | plot_bar_charts:437 | INFO | Bar chart saved: outputs\descriptive_analysis\bar_charts\marital_status_bar.svg
2026-06-08 23:26:49,915 | [None] | mlops.utils | plot_bar_charts:437 | INFO | Bar chart saved: outputs\descriptive_analysis\bar_charts\repayment_status_sep_2005_bar.svg
2026-06-08 23:26:50,021 | [None] | mlops.utils | plot_bar_charts:437 | INFO | Bar chart saved: outputs\descriptive_analysis\bar_charts\repayment_status_aug_2005_bar.svg
2026-06-08 23:26:50,127 | [None] | mlops.utils | plot_bar_charts:437 | INFO | Bar chart saved: outputs\descriptive_analysis\bar_charts\repayment_status_jul_2005_bar.svg
2026-06-08 23:26:50,233 | [None] | mlops.utils | plot_bar_charts:437 | INFO | Bar chart saved: outputs\descriptive_analysis\bar_charts\repayment_status_jun_2005_bar.svg
2026-06-08 23:26:50,342 | [None] | mlops.utils | plot_bar_charts:437 | INFO | Bar chart saved: outputs\descriptive_analysis\bar_charts\repayment_status_may_2005_bar.svg
2026-06-08 23:26:50,454 | [None] | mlops.utils | plot_bar_charts:437 | INFO | Bar chart saved: outputs\descriptive_analysis\bar_charts\repayment_status_apr_2005_bar.svg
